iter	Logloss
202	0.08473046889
203	0.08369100726
204	0.08276820911
205	0.08209539523
206	0.08071331246
207	0.08005209168
208	0.0789683332
209	0.07793580353
210	0.0770379732
211	0.0764470788
212	0.07556055901
213	0.07462594562
214	0.0740646721
215	0.07363056841
216	0.07256986726
217	0.07179477111
218	0.07114744274
219	0.07021484381
220	0.06970245396
221	0.06888640003
222	0.06785344062
223	0.06705469402
224	0.06655754675
225	0.06620039642
226	0.065413034
227	0.06456353811
228	0.06382668704
229	0.0631539038
230	0.06250676364
231	0.06221531409
232	0.06207168564
233	0.06128988151
234	0.0608139114
235	0.06015864031
236	0.05977632537
237	0.05922542024
238	0.0589683321
239	0.05809241802
240	0.0578125366
241	0.05737888508
242	0.05681531359
243	0.05604095973
244	0.05560011152
245	0.05495362015
246	0.05444741444
247	0.05363528601
248	0.05314086419
249	0.05246169253
250	0.05197861792
251	0.05109401857
252	0.05069549232
253	0.05026046435
254	0.04974079076
255	0.04955510143
256	0.04899935972
257	0.04863825337
258	0.04833716438
259	0.0480403984
260	0.04784625721
261	0.04759148689
262	0.04714567593
263	0.04658125831
264	0.04634506594
265	0.04612394536
266	0.04575845512
267	0.04549487864
268	0.0451523218
269	0.04445218735
270	0.04398532162
271	0.043495179
272	0.04347601699
273	0.04289060415
274	0.04261104582
275	0.04225995429
276	0.04171199586
277	0.04134822314
278	0.04112491895
279	0.04070483188
280	0.04040422763
281	0.04021910011
282	0.03969282161
283	0.03926666498
284	0.03920638364
285	0.03889202951
286	0.0387986872
287	0.03810129447
288	0.03788954762
289	0.03764678626
290	0.03748239166
291	0.03703182841
292	0.03673892532
293	0.03631839321
294	0.03610271108
295	0.03587201287
296	0.03560883681
297	0.03548955397
298	0.03525942935
299	0.03497716992
300	0.03470781123
301	0.03441286085
302	0.03413811836
303	0.03383171547
304	0.03376835843
305	0.0334581605
306	0.03320479205
307	0.03295534879
308	0.03267478025
309	0.03243774391
310	0.03231131234
311	0.03221326875
312	0.03204881664
313	0.03181895618
314	0.03148329856
315	0.03141298284
316	0.03118602677
317	0.031077847
318	0.03085976738
319	0.03065142048
320	0.03033971651
321	0.03012551141
322	0.02985124612
323	0.0294748248
324	0.02944869912
325	0.02921690017
326	0.02909710871
327	0.02870678959
328	0.02850249617
329	0.0284362367
330	0.0281946705
331	0.02801930522
332	0.02769959277
333	0.02756125461
334	0.02736893885
335	0.02719381876
336	0.02706489602
337	0.02691275449
338	0.02677731272
339	0.02656242176
340	0.02640101745
341	0.02611783856
342	0.02598168806
343	0.0258013102
344	0.02564398149
345	0.02550069927
346	0.02521732815
347	0.02509388316
348	0.02488349256
349	0.02480838863
350	0.02461820662
351	0.02455811852
352	0.02433691016
353	0.02420181704
354	0.02418245548
355	0.0239534816
356	0.02376131566
357	0.02357444685
358	0.02340997261
359	0.02327459996
360	0.02316972572
361	0.02307783608
362	0.02305549275
363	0.02290004312
364	0.02283471116
365	0.02272919578
366	0.02254514224
367	0.02244889123
368	0.02235992879
369	0.02216145755
370	0.02193615797
371	0.02178064694
372	0.02167361296
373	0.02150293675
374	0.02145559727
375	0.0213756305
376	0.02125485704
377	0.0210803705
378	0.02099202099
379	0.02082443971
380	0.02066112391
381	0.0206107587
382	0.0205109839
383	0.02040141514
384	0.02023585661
385	0.02007396285
386	0.01996356536
387	0.01988124374
388	0.01973899835
389	0.01968458681
390	0.01959659332
391	0.01946490233
392	0.0193272365
393	0.01918266196
394	0.01908630262
395	0.01893902259
396	0.01885634884
397	0.01868993595
398	0.01858909468
399	0.01849082264
400	0.0184860598
401	0.01842387037
402	0.01838275387
403	0.01832818698
404	0.01825206608
405	0.01812820859
406	0.01800527777
407	0.01794064433
408	0.01785590555
409	0.01771581368
410	0.01759062203
411	0.01749080463
412	0.0174104721
413	0.01728159459
414	0.01716899545
415	0.01707787071
416	0.01707500636
417	0.01693110662
418	0.01686114536
419	0.01683427303
420	0.01680971395
421	0.01667635924
422	0.01659827127
423	0.01649079984
424	0.01641931721
425	0.01634547356
426	0.01625228475
427	0.01624575494
428	0.01614426317
429	0.01609367
430	0.01608667718
431	0.01600331877
432	0.01596403046
433	0.01596399947
434	0.0159063481
435	0.01579969482
436	0.01572149168
437	0.01557536076
438	0.01544895088
439	0.01533843624
440	0.01528202413
441	0.01521925944
442	0.01511489565
443	0.01508255649
444	0.01499266054
445	0.01487980071
446	0.01481103071
447	0.01480877902
448	0.01478321762
449	0.01472720309
450	0.01466673052
451	0.01460398535
452	0.01454620293
453	0.01442847494
454	0.01437729122
455	0.01433636885
456	0.01429684573
457	0.01421238658
458	0.01410930574
459	0.0140438875
460	0.01397469859
461	0.01387923708
462	0.01379040178
463	0.01377334875
464	0.0137224604
465	0.01364330555
466	0.01364046694
467	0.01360155499
468	0.01358398526
469	0.01350631112
470	0.01345410359
471	0.01338485395
